"gisds_case_reference","gisds_open_date","gisds_close_date","gisds_handler","gisds_case_category","gisds_severity_band","gisds_claimant","gisds_status","gisds_location","original_source","dq_case_id_status","dq_status_status","dq_category_mapping","dq_severity_mapping","picklist_case_type_flag","picklist_status_flag"
"187","2023-07-06","2023-12-04","Brown","PUBLIC LIABILITY","LOW","ClientD","settled","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"188","2023-07-07","2023-12-05","Smith","PUBLIC LIABILITY","HIGH","ClientC","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"189","2023-07-08","2023-12-06","Jones","MOTOR","LOW","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"190","2023-07-09","2023-12-07","Brown","PUBLIC LIABILITY","LOW","ClientC","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"191","2023-07-10","2023-12-08","Brown","MOTOR","HIGH","ClientC","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"192","2023-07-11","2023-12-09","Brown","MOTOR","LOW","ClientC","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"193","2023-07-12","2023-12-10","Smith","PUBLIC LIABILITY","LOW","ClientC","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"194","2023-07-13","2023-12-11","Smith","EMPLOYERS LIABILITY","HIGH","ClientC","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"195","2023-07-14","2023-12-12","Patel","PUBLIC LIABILITY","LOW","ClientD","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"196","2023-07-15","2023-12-13","Patel","MOTOR","MEDIUM","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"197","2023-07-16","2023-12-14","Patel","EMPLOYERS LIABILITY","LOW","ClientD","settled","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"198","2023-07-17","2023-12-15","Smith","EMPLOYERS LIABILITY","LOW","ClientD","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"199","2023-07-18","2023-12-16","Patel","EMPLOYERS LIABILITY","LOW","ClientA","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"200","2023-07-19","2023-12-17","Jones","PUBLIC LIABILITY","LOW","ClientD","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"201","2023-07-20","2023-12-18","Brown","PUBLIC LIABILITY","LOW","ClientD","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"202","2023-07-21","2023-12-19","Jones","EMPLOYERS LIABILITY","LOW","ClientC","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"203","2023-07-22","2023-12-20","Brown","MOTOR","MEDIUM","ClientB","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"204","2023-07-23","2023-12-21","Patel","PUBLIC LIABILITY","LOW","ClientA","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"205","2023-07-24","2023-12-22","Patel","MOTOR","LOW","ClientC","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"206","2023-07-25","2023-12-23","Jones","MOTOR","LOW","ClientA","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"207","2023-07-26","2023-12-24","Patel","EMPLOYERS LIABILITY","HIGH","ClientA","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"208","2023-07-27","2023-12-25","Patel","MOTOR","HIGH","ClientA","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"209","2023-07-28","2023-12-26","Smith","EMPLOYERS LIABILITY","LOW","ClientD","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"210","2023-07-29","2023-12-27","Patel","EMPLOYERS LIABILITY","MEDIUM","ClientC","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"211","2023-07-30","2023-12-28","Jones","MOTOR","MEDIUM","ClientB","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"212","2023-07-31","2023-12-29","Smith","PUBLIC LIABILITY","HIGH","ClientA","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"213","2023-08-01","2023-12-30","Patel","PUBLIC LIABILITY","MEDIUM","ClientD","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"214","2023-08-02","2023-12-31","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientB","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"215","2023-08-03","2024-01-01","Smith","PUBLIC LIABILITY","HIGH","ClientD","settled","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"216","2023-08-04","2024-01-02","Patel","EMPLOYERS LIABILITY","LOW","ClientC","settled","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"217","2023-08-05","2024-01-03","Patel","EMPLOYERS LIABILITY","HIGH","ClientC","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"218","2023-08-06","2024-01-04","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientD","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"219","2023-08-07","2024-01-05","Jones","EMPLOYERS LIABILITY","LOW","ClientC","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"220","2023-08-08","2024-01-06","Brown","PUBLIC LIABILITY","MEDIUM","ClientB","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"221","2023-08-09","2024-01-07","Jones","MOTOR","HIGH","ClientC","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"222","2023-08-10","2024-01-08","Smith","MOTOR","HIGH","ClientD","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"223","2023-08-11","2024-01-09","Patel","PUBLIC LIABILITY","MEDIUM","ClientB","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"224","2023-08-12","2024-01-10","Jones","MOTOR","MEDIUM","ClientB","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"225","2023-08-13","2024-01-11","Patel","EMPLOYERS LIABILITY","HIGH","ClientD","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"226","2023-08-14","2024-01-12","Smith","PUBLIC LIABILITY","HIGH","ClientA","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"227","2023-08-15","2024-01-13","Jones","MOTOR","MEDIUM","ClientC","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"228","2023-08-16","2024-01-14","Patel","PUBLIC LIABILITY","MEDIUM","ClientA","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"229","2023-08-17","2024-01-15","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientD","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"230","2023-08-18","2024-01-16","Smith","PUBLIC LIABILITY","LOW","ClientD","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"231","2023-08-19","2024-01-17","Patel","PUBLIC LIABILITY","LOW","ClientB","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"232","2023-08-20","2024-01-18","Jones","EMPLOYERS LIABILITY","HIGH","ClientB","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"233","2023-08-21","2024-01-19","Smith","MOTOR","HIGH","ClientA","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"234","2023-08-22","2024-01-20","Jones","MOTOR","LOW","ClientD","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"235","2023-08-23","2024-01-21","Jones","EMPLOYERS LIABILITY","LOW","ClientD","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"236","2023-08-24","2024-01-22","Patel","EMPLOYERS LIABILITY","HIGH","ClientB","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"237","2023-08-25","2024-01-23","Brown","EMPLOYERS LIABILITY","HIGH","ClientD","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"238","2023-08-26","2024-01-24","Jones","MOTOR","LOW","ClientB","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"239","2023-08-27","2024-01-25","Brown","MOTOR","MEDIUM","ClientD","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"240","2023-08-28","2024-01-26","Jones","PUBLIC LIABILITY","MEDIUM","ClientA","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"241","2023-08-29","2024-01-27","Brown","EMPLOYERS LIABILITY","HIGH","ClientD","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"242","2023-08-30","2024-01-28","Patel","EMPLOYERS LIABILITY","LOW","ClientD","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"243","2023-08-31","2024-01-29","Brown","EMPLOYERS LIABILITY","MEDIUM","ClientA","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"244","2023-09-01","2024-01-30","Patel","EMPLOYERS LIABILITY","HIGH","ClientA","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"245","2023-09-02","2024-01-31","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientD","settled","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"246","2023-09-03","2024-02-01","Jones","PUBLIC LIABILITY","MEDIUM","ClientD","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"247","2023-09-04","2024-02-02","Brown","EMPLOYERS LIABILITY","HIGH","ClientA","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"248","2023-09-05","2024-02-03","Smith","EMPLOYERS LIABILITY","HIGH","ClientD","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"249","2023-09-06","2024-02-04","Jones","PUBLIC LIABILITY","LOW","ClientD","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"250","2023-09-07","2024-02-05","Brown","PUBLIC LIABILITY","MEDIUM","ClientB","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"251","2023-09-08","2024-02-06","Brown","MOTOR","MEDIUM","ClientD","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"252","2023-09-09","2024-02-07","Smith","MOTOR","LOW","ClientD","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"253","2023-09-10","2024-02-08","Patel","EMPLOYERS LIABILITY","HIGH","ClientB","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"254","2023-09-11","2024-02-09","Patel","PUBLIC LIABILITY","MEDIUM","ClientD","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"255","2023-09-12","2024-02-10","Smith","MOTOR","MEDIUM","ClientD","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"256","2023-09-13","2024-02-11","Patel","EMPLOYERS LIABILITY","MEDIUM","ClientA","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"257","2023-09-14","2024-02-12","Jones","MOTOR","HIGH","ClientD","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"258","2023-09-15","2024-02-13","Smith","EMPLOYERS LIABILITY","MEDIUM","ClientA","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"259","2023-09-16","2024-02-14","Jones","MOTOR","MEDIUM","ClientB","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"260","2023-09-17","2024-02-15","Smith","MOTOR","MEDIUM","ClientC","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"261","2023-09-18","2024-02-16","Brown","PUBLIC LIABILITY","LOW","ClientA","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"262","2023-09-19","2024-02-17","Brown","EMPLOYERS LIABILITY","MEDIUM","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"263","2023-09-20","2024-02-18","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientC","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"264","2023-09-21","2024-02-19","Smith","EMPLOYERS LIABILITY","MEDIUM","ClientC","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"265","2023-09-22","2024-02-20","Brown","MOTOR","MEDIUM","ClientC","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"266","2023-09-23","2024-02-21","Patel","PUBLIC LIABILITY","LOW","ClientA","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"267","2023-09-24","2024-02-22","Patel","EMPLOYERS LIABILITY","HIGH","ClientB","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"268","2023-09-25","2024-02-23","Smith","EMPLOYERS LIABILITY","HIGH","ClientC","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"269","2023-09-26","2024-02-24","Patel","EMPLOYERS LIABILITY","HIGH","ClientC","closed","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"270","2023-09-27","2024-02-25","Patel","EMPLOYERS LIABILITY","LOW","ClientA","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"271","2023-09-28","2024-02-26","Patel","EMPLOYERS LIABILITY","MEDIUM","ClientA","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"272","2023-09-29","2024-02-27","Patel","PUBLIC LIABILITY","MEDIUM","ClientB","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"273","2023-09-30","2024-02-28","Brown","EMPLOYERS LIABILITY","MEDIUM","ClientB","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"274","2023-10-01","2024-02-29","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientC","settled","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"275","2023-10-02","2024-03-01","Smith","EMPLOYERS LIABILITY","MEDIUM","ClientC","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"276","2023-10-03","2024-03-02","Jones","MOTOR","HIGH","ClientC","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"277","2023-10-04","2024-03-03","Jones","PUBLIC LIABILITY","LOW","ClientB","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"278","2023-10-05","2024-03-04","Jones","MOTOR","MEDIUM","ClientC","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"279","2023-10-06","2024-03-05","Patel","PUBLIC LIABILITY","MEDIUM","ClientD","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"280","2023-10-07","2024-03-06","Smith","MOTOR","HIGH","ClientA","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"281","2023-10-08","2024-03-07","Patel","PUBLIC LIABILITY","LOW","ClientD","settled","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"282","2023-10-09","2024-03-08","Smith","PUBLIC LIABILITY","LOW","ClientA","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"283","2023-10-10","2024-03-09","Patel","PUBLIC LIABILITY","LOW","ClientA","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"284","2023-10-11","2024-03-10","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientC","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"285","2023-10-12","2024-03-11","Brown","PUBLIC LIABILITY","MEDIUM","ClientD","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"286","2023-10-13","2024-03-12","Brown","MOTOR","MEDIUM","ClientB","open","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"287","2023-10-14","2024-03-13","Brown","EMPLOYERS LIABILITY","LOW","ClientC","settled","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"288","2023-10-15","2024-03-14","Jones","EMPLOYERS LIABILITY","HIGH","ClientA","open","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"289","2023-10-16","2024-03-15","Brown","MOTOR","MEDIUM","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"290","2023-10-17","2024-03-16","Patel","EMPLOYERS LIABILITY","HIGH","ClientA","closed","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"291","2023-10-18","2024-03-17","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientA","open","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"292","2023-10-19","2024-03-18","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientB","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"293","2023-10-20","2024-03-19","Brown","MOTOR","LOW","ClientB","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"294","2023-10-21","2024-03-20","Smith","MOTOR","LOW","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"295","2023-10-22","2024-03-21","Brown","EMPLOYERS LIABILITY","HIGH","ClientB","settled","west","cms_app_a","OK","OK","OK","OK","OK","OK"
"296","2023-10-23","2024-03-22","Brown","MOTOR","LOW","ClientA","closed","south","cms_app_a","OK","OK","OK","OK","OK","OK"
"297","2023-10-24","2024-03-23","Jones","PUBLIC LIABILITY","MEDIUM","ClientB","open","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"298","2023-10-25","2024-03-24","Smith","PUBLIC LIABILITY","MEDIUM","ClientD","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"299","2023-10-26","2024-03-25","Smith","MOTOR","MEDIUM","ClientA","settled","north","cms_app_a","OK","OK","OK","OK","OK","OK"
"300","2023-10-27","2024-03-26","Jones","EMPLOYERS LIABILITY","MEDIUM","ClientB","closed","east","cms_app_a","OK","OK","OK","OK","OK","OK"
"id","date_opened",NULL,"solicitor","OTHER",NULL,"claimant","status","division","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1001","2022-02-01",NULL,"R.Smith","OTHER","LOW","John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1002","2022-02-02",NULL,"S.Jones","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1003","2022-02-03",NULL,"A.Patel","OTHER",NULL,"Sarah","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1004","2022-02-04",NULL,"R.Smith","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1005","2022-02-05",NULL,"R.Smith","OTHER","LOW","Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1006","2022-02-06",NULL,"A.Patel","OTHER",NULL,"Michael","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1007","2022-02-07",NULL,"S.Jones","OTHER",NULL,"Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1008","2022-02-08",NULL,"R.Smith","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1009","2022-02-09",NULL,"R.Smith","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1010","2022-02-10",NULL,"A.Patel","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1011","2022-02-11",NULL,"A.Patel","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1012","2022-02-12",NULL,"S.Jones","OTHER",NULL,"Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1013","2022-02-13",NULL,"A.Patel","OTHER",NULL,"Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1014","2022-02-14",NULL,"R.Smith","OTHER","LOW","John","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1015","2022-02-15",NULL,"R.Smith","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1016","2022-02-16",NULL,"S.Jones","OTHER","LOW","Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1017","2022-02-17",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1018","2022-02-18",NULL,"R.Smith","OTHER",NULL,"Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1019","2022-02-19",NULL,"S.Jones","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1020","2022-02-20",NULL,"A.Patel","OTHER","LOW","Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1021","2022-02-21",NULL,"S.Jones","OTHER",NULL,"Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1022","2022-02-22",NULL,"R.Smith","OTHER","LOW","Sarah","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1023","2022-02-23",NULL,"A.Patel","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1024","2022-02-24",NULL,"S.Jones","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1025","2022-02-25",NULL,"A.Patel","OTHER",NULL,"John","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1026","2022-02-26",NULL,"R.Smith","OTHER",NULL,"John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1027","2022-02-27",NULL,"S.Jones","OTHER","LOW","Aisha","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1028","2022-02-28",NULL,"R.Smith","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1029","2022-03-01",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1030","2022-03-02",NULL,"A.Patel","OTHER","LOW","Aisha","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1031","2022-03-03",NULL,"S.Jones","OTHER","LOW","John","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1032","2022-03-04",NULL,"S.Jones","OTHER",NULL,"Sarah","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1033","2022-03-05",NULL,"A.Patel","OTHER",NULL,"John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1034","2022-03-06",NULL,"S.Jones","OTHER","LOW","Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1035","2022-03-07",NULL,"A.Patel","OTHER","LOW","Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1036","2022-03-08",NULL,"A.Patel","OTHER","LOW","Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1037","2022-03-09",NULL,"A.Patel","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1038","2022-03-10",NULL,"S.Jones","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1039","2022-03-11",NULL,"R.Smith","OTHER","LOW","Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1040","2022-03-12",NULL,"S.Jones","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1041","2022-03-13",NULL,"A.Patel","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1042","2022-03-14",NULL,"A.Patel","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1043","2022-03-15",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1044","2022-03-16",NULL,"S.Jones","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1045","2022-03-17",NULL,"S.Jones","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1046","2022-03-18",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1047","2022-03-19",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1048","2022-03-20",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1049","2022-03-21",NULL,"R.Smith","OTHER",NULL,"Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1050","2022-03-22",NULL,"S.Jones","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1051","2022-03-23",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1052","2022-03-24",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1053","2022-03-25",NULL,"S.Jones","OTHER","LOW","Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1054","2022-03-26",NULL,"A.Patel","OTHER",NULL,"Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1055","2022-03-27",NULL,"R.Smith","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1056","2022-03-28",NULL,"R.Smith","OTHER","LOW","Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1057","2022-03-29",NULL,"A.Patel","OTHER","LOW","Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1058","2022-03-30",NULL,"R.Smith","OTHER",NULL,"Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1059","2022-03-31",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1060","2022-04-01",NULL,"A.Patel","OTHER","LOW","Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1061","2022-04-02",NULL,"R.Smith","OTHER",NULL,"Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
